candidate_id,job_id,explain_mode,rank,faithfulness_score,specificity_score,mentions_matched_or_missing_skill,no_hallucinated_skills,component_claims_valid,has_specific_skill_reference,flagged,violations,hallucinated_skills,matched_skills,missing_skills,bullets
cv_07,job_01,rules,3,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Machine Learning|Python|TensorFlow,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_07,job_13,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Figma|UI/UX,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Remote/work setup aligns || Top driver: Semantic fit (61%); weakest signal: Skills overlap (0%)
cv_07,job_15,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Power BI|SQL,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_08,job_02,rules,2,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,JavaScript|React,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_08,job_08,rules,3,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Mobile Development|React Native,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_08,job_04,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,pandas|Python,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_08,job_15,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Power BI|SQL,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_09,job_10,rules,2,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Hadoop|Spark,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_09,job_05,rules,3,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Docker|Kubernetes,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_09,job_11,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Agile|Product Management,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_09,job_12,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Blockchain|Solidity,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_10,job_04,rules,2,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,pandas|Python,Role title aligns with your profile (69% title fit) || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_10,job_01,rules,3,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Machine Learning|Python|TensorFlow,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_10,job_02,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,JavaScript|React,Role title differs from your stated background || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Experience (100%); weakest signal: Skills overlap (0%)
cv_10,job_13,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Figma|UI/UX,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_11,job_14,rules,1,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,C++|System Design,Role title aligns with your profile (70% title fit) || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_11,job_03,rules,2,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Java|Spring Boot,Role title aligns with your profile (70% title fit) || Moderate semantic similarity || Experience aligns with role requirement || Remote/work setup aligns || Top driver: Semantic fit (61%); weakest signal: Skills overlap (0%)
cv_11,job_05,rules,3,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Docker|Kubernetes,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_11,job_10,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Hadoop|Spark,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_11,job_11,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Agile|Product Management,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_12,job_06,rules,1,0.6667,1.0,True,False,True,True,True,hallucinated_skills,natural language processing,Natural Language Processing|Python|Transformers,,"Matching skills: natural language processing, python, transformers || Role title aligns with your profile (69% title fit) || High semantic similarity || Experience aligns with role requirement || Compensation expectations align"
cv_12,job_11,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Agile|Product Management,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_12,job_10,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Hadoop|Spark,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote preference may not match role setup
cv_13,job_02,rules,1,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,JavaScript|React,Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Semantic fit (60%); weakest signal: Skills overlap (0%)
cv_13,job_06,rules,2,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Natural Language Processing|Python|Transformers,Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Experience (100%); weakest signal: Skills overlap (0%)
cv_13,job_01,rules,3,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Machine Learning|Python|TensorFlow,Role title differs from your stated background || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Experience (100%); weakest signal: Skills overlap (0%)
cv_13,job_13,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Figma|UI/UX,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_13,job_04,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,pandas|Python,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_14,job_15,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Power BI|SQL,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_14,job_13,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Figma|UI/UX,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Remote/work setup aligns || Top driver: Semantic fit (60%); weakest signal: Skills overlap (0%)
cv_15,job_03,rules,2,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Java|Spring Boot,Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Semantic fit (63%); weakest signal: Skills overlap (0%)
cv_15,job_10,rules,3,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Hadoop|Spark,Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Semantic fit (56%); weakest signal: Skills overlap (0%)
cv_15,job_01,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Machine Learning|Python|TensorFlow,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_15,job_06,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Natural Language Processing|Python|Transformers,Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Semantic fit (54%); weakest signal: Skills overlap (0%)
cv_16,job_08,rules,1,0.6667,1.0,True,False,True,True,True,hallucinated_skills,React,Mobile Development|React Native,,"Matching skills: mobile development, react native || Role title aligns with your profile (71% title fit) || High semantic similarity || Experience aligns with role requirement || Compensation expectations align"
cv_16,job_02,rules,2,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,JavaScript|React,High semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Semantic fit (65%); weakest signal: Skills overlap (0%)
cv_16,job_13,rules,3,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Figma|UI/UX,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Remote/work setup aligns || Top driver: Semantic fit (56%); weakest signal: Skills overlap (0%)
cv_16,job_15,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Power BI|SQL,Role title differs from your stated background || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Experience (100%); weakest signal: Skills overlap (0%)
cv_16,job_06,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Natural Language Processing|Python|Transformers,Role title differs from your stated background || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Experience (100%); weakest signal: Skills overlap (0%)
cv_17,job_03,rules,3,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Java|Spring Boot,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_17,job_10,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Hadoop|Spark,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_17,job_14,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,C++|System Design,Role title differs from your stated background || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Experience (100%); weakest signal: Skills overlap (0%)
cv_18,job_08,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Mobile Development|React Native,Role title differs from your stated background || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Experience (100%); weakest signal: Skills overlap (0%)
cv_18,job_15,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Power BI|SQL,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Remote/work setup aligns || Top driver: Semantic fit (55%); weakest signal: Skills overlap (0%)
cv_19,job_12,rules,2,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Blockchain|Solidity,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_19,job_10,rules,3,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Hadoop|Spark,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_19,job_11,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Agile|Product Management,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_19,job_05,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Docker|Kubernetes,Role title differs from your stated background || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Experience (100%); weakest signal: Skills overlap (0%)
cv_20,job_06,rules,2,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Natural Language Processing|Python|Transformers,Role title differs from your stated background || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Experience (100%); weakest signal: Skills overlap (0%)
cv_20,job_01,rules,3,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Machine Learning|Python|TensorFlow,Role title differs from your stated background || Experience aligns with role requirement || Remote/work setup aligns || Top driver: Experience (100%); weakest signal: Skills overlap (0%)
cv_20,job_12,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Blockchain|Solidity,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote preference may not match role setup
cv_20,job_13,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Figma|UI/UX,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations may exceed budget || Remote/work setup aligns
cv_21,job_02,rules,3,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,JavaScript|React,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_21,job_08,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Mobile Development|React Native,Role title differs from your stated background || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Experience (100%); weakest signal: Skills overlap (0%)
cv_22,job_04,rules,2,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,pandas|Python,Role title aligns with your profile (70% title fit) || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_22,job_13,rules,3,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Figma|UI/UX,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_22,job_02,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,JavaScript|React,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_22,job_06,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Natural Language Processing|Python|Transformers,Role title differs from your stated background || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Experience (100%); weakest signal: Skills overlap (0%)
cv_23,job_02,rules,2,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,JavaScript|React,Moderate semantic similarity || Experience aligns with role requirement || Remote/work setup aligns || Top driver: Semantic fit (56%); weakest signal: Skills overlap (0%)
cv_23,job_06,rules,3,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Natural Language Processing|Python|Transformers,Role title differs from your stated background || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Experience (100%); weakest signal: Skills overlap (0%)
cv_23,job_11,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Agile|Product Management,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_23,job_01,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Machine Learning|Python|TensorFlow,Role title differs from your stated background || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Experience (100%); weakest signal: Skills overlap (0%)
cv_24,job_01,rules,1,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Machine Learning|Python|TensorFlow,Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Semantic fit (63%); weakest signal: Skills overlap (0%)
cv_24,job_06,rules,2,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Natural Language Processing|Python|Transformers,Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Experience (100%); weakest signal: Skills overlap (0%)
cv_24,job_10,rules,3,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Hadoop|Spark,Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote preference may not match role setup || Top driver: Semantic fit (57%); weakest signal: Skills overlap (0%)
cv_24,job_14,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,C++|System Design,Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote preference may not match role setup || Top driver: Experience (100%); weakest signal: Skills overlap (0%)
cv_24,job_13,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Figma|UI/UX,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations may exceed budget || Remote/work setup aligns
cv_25,job_05,rules,2,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Docker|Kubernetes,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_25,job_10,rules,3,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Hadoop|Spark,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_25,job_09,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Cybersecurity|Network Security,Role title differs from your stated background || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Experience (100%); weakest signal: Skills overlap (0%)
cv_25,job_03,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Java|Spring Boot,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Remote/work setup aligns || Top driver: Semantic fit (58%); weakest signal: Skills overlap (0%)
cv_26,job_15,rules,1,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Power BI|SQL,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_26,job_04,rules,2,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,pandas|Python,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_26,job_13,rules,3,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Figma|UI/UX,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_26,job_02,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,JavaScript|React,Role title differs from your stated background || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Experience (100%); weakest signal: Skills overlap (0%)
cv_26,job_01,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Machine Learning|Python|TensorFlow,Role title differs from your stated background || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Experience (100%); weakest signal: Skills overlap (0%)
cv_27,job_05,rules,2,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Docker|Kubernetes,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_27,job_11,rules,3,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Agile|Product Management,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_27,job_06,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Natural Language Processing|Python|Transformers,Role title differs from your stated background || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Experience (100%); weakest signal: Skills overlap (0%)
cv_27,job_03,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Java|Spring Boot,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Remote/work setup aligns || Top driver: Semantic fit (61%); weakest signal: Skills overlap (0%)
cv_28,job_11,rules,1,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Agile|Product Management,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_28,job_01,rules,2,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Machine Learning|Python|TensorFlow,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_28,job_08,rules,3,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Mobile Development|React Native,Role title differs from your stated background || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Experience (100%); weakest signal: Skills overlap (0%)
cv_28,job_04,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,pandas|Python,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_28,job_15,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Power BI|SQL,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_29,job_14,rules,1,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,C++|System Design,Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns || Top driver: Semantic fit (60%); weakest signal: Skills overlap (0%)
cv_29,job_03,rules,2,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Java|Spring Boot,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_29,job_12,rules,3,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Blockchain|Solidity,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_29,job_10,rules,4,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Hadoop|Spark,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_29,job_01,rules,5,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Machine Learning|Python|TensorFlow,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_30,job_13,rules,1,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Figma|UI/UX,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_30,job_02,rules,2,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,JavaScript|React,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
cv_30,job_15,rules,3,0.6667,0.5,False,True,True,False,True,missing_skill_reference|too_generic,,,Power BI|SQL,Role title differs from your stated background || Moderate semantic similarity || Experience aligns with role requirement || Compensation expectations align || Remote/work setup aligns
